Employee_ID,Exit_Date,Primary_Reason_for_Leaving,Secondary_Reason,Like_Most_About_Company,Improvement_Areas
E-04487,2019-09-30 00:53:00.790230266,Job Role Mismatch,Burnout,Supportive team environment.,Reduce micromanagement.
E-01755,2022-05-13 17:11:21.438630026,Job Role Mismatch,Burnout,Flexible work arrangements.,Improve compensation structure.
E-05933,2022-01-02 02:02:21.341267343,Career Growth,Poor Leadership,The people and the challenging projects.,More transparency in promotion decisions.
E-04944,2021-01-05 12:44:54.009082898,Compensation,Commute,Company values and mission.,Offer more career development programs.
E-05324,2021-07-27 15:24:05.788326970,Work-Life Balance,Company Culture,Learning opportunities.,Better leadership communication.
E-09445,2021-12-01 00:27:28.888630507,Career Growth,Poor Leadership,Flexible work arrangements.,Improve compensation structure.
E-06624,2021-02-21 20:01:03.843364948,Management,Lack of Training,Supportive team environment.,More transparency in promotion decisions.
E-09332,2023-03-03 14:22:21.086274515,Work-Life Balance,Lack of Training,Learning opportunities.,Reduce micromanagement.
E-00077,2017-01-01 01:35:01.634511603,Work-Life Balance,Lack of Training,Learning opportunities.,More transparency in promotion decisions.
E-05969,2024-08-13 14:20:45.294960177,Work-Life Balance,Poor Leadership,The people and the challenging projects.,Offer more career development programs.
E-05418,2024-11-28 14:16:00.026716983,Job Role Mismatch,Company Culture,Supportive team environment.,Improve compensation structure.
E-06971,2020-03-10 16:00:28.832272559,Work-Life Balance,Burnout,Supportive team environment.,More transparency in promotion decisions.
E-04427,2023-07-25 01:34:38.542456594,Compensation,Commute,Company values and mission.,Improve compensation structure.
E-00229,2017-05-01 12:21:50.427056897,Work-Life Balance,Burnout,The people and the challenging projects.,Improve compensation structure.
E-06136,2024-05-29 15:35:35.071214711,Job Role Mismatch,Company Culture,Company values and mission.,Reduce micromanagement.
E-02273,2024-04-15 04:11:33.734376792,Work-Life Balance,Burnout,The people and the challenging projects.,Better leadership communication.
E-02276,2024-08-16 09:28:08.596376921,Management,Poor Leadership,Supportive team environment.,Offer more career development programs.
E-02105,2018-01-18 14:10:29.615785861,Management,Lack of Training,The people and the challenging projects.,More transparency in promotion decisions.
E-07121,2023-03-09 14:00:58.199641988,Job Role Mismatch,Company Culture,The people and the challenging projects.,Better leadership communication.
E-04505,2013-01-31 21:58:53.933774504,Compensation,Company Culture,The people and the challenging projects.,Reduce micromanagement.
E-02089,2023-06-28 01:39:37.349598164,Compensation,Burnout,Flexible work arrangements.,Better leadership communication.
E-05930,2020-06-02 16:43:21.682909346,Career Growth,Poor Leadership,Flexible work arrangements.,Improve compensation structure.
E-04439,2022-05-12 23:25:41.394679676,Job Role Mismatch,Burnout,Supportive team environment.,Improve compensation structure.
E-05498,2017-06-26 21:40:15.027145446,Work-Life Balance,Burnout,The people and the challenging projects.,Offer more career development programs.
E-07482,2021-01-28 20:28:01.508648537,Job Role Mismatch,Company Culture,Supportive team environment.,More transparency in promotion decisions.
E-02983,2016-12-25 18:04:30.145869992,Career Growth,Burnout,Flexible work arrangements.,More transparency in promotion decisions.
E-09783,2022-10-13 10:25:38.314836909,Job Role Mismatch,Lack of Training,The people and the challenging projects.,Reduce micromanagement.
E-06869,2024-03-12 10:11:17.885388344,Job Role Mismatch,Burnout,Company values and mission.,Offer more career development programs.
E-07494,2015-12-01 14:00:01.490418780,Career Growth,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-09846,2018-03-28 06:56:49.000863877,Compensation,Company Culture,Flexible work arrangements.,Improve compensation structure.
E-06542,2020-09-18 16:08:42.815958884,Work-Life Balance,Poor Leadership,Flexible work arrangements.,Offer more career development programs.
E-04054,2022-09-30 11:51:28.540548883,Career Growth,Lack of Training,The people and the challenging projects.,Better leadership communication.
E-00624,2018-02-14 14:22:32.352566122,Management,Poor Leadership,Learning opportunities.,Offer more career development programs.
E-07758,2016-02-01 13:12:04.358031024,Compensation,Poor Leadership,Company values and mission.,Offer more career development programs.
E-09667,2024-08-08 17:41:00.989028942,Management,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-04241,2023-09-02 16:29:29.839441853,Compensation,Company Culture,Supportive team environment.,Reduce micromanagement.
E-06637,2022-07-20 20:38:34.433622052,Work-Life Balance,Commute,The people and the challenging projects.,Reduce micromanagement.
E-02275,2019-04-23 12:29:53.735474787,Work-Life Balance,Poor Leadership,Flexible work arrangements.,More transparency in promotion decisions.
E-06489,2024-07-02 09:21:30.602112773,Job Role Mismatch,Poor Leadership,Learning opportunities.,More transparency in promotion decisions.
E-03985,2023-03-15 13:01:59.248649800,Management,Company Culture,The people and the challenging projects.,More transparency in promotion decisions.
E-07319,2022-01-21 15:17:46.333898064,Compensation,Company Culture,The people and the challenging projects.,Reduce micromanagement.
E-02277,2016-03-13 21:48:58.517596546,Work-Life Balance,Burnout,Learning opportunities.,More transparency in promotion decisions.
E-06073,2023-05-22 03:33:42.020327182,Career Growth,Company Culture,Flexible work arrangements.,Better leadership communication.
E-01390,2016-01-19 15:06:17.224613023,Work-Life Balance,Poor Leadership,The people and the challenging projects.,Better leadership communication.
E-01769,2023-01-31 15:58:19.365995403,Career Growth,Lack of Training,Company values and mission.,Improve compensation structure.
E-04227,2021-12-26 09:00:32.902851602,Compensation,Commute,Company values and mission.,Better leadership communication.
E-03351,2014-04-16 14:21:57.637549133,Work-Life Balance,Burnout,Learning opportunities.,Offer more career development programs.
E-09440,2018-04-21 09:35:09.601904370,Work-Life Balance,Lack of Training,Flexible work arrangements.,Improve compensation structure.
E-05962,2021-05-17 16:22:52.241522620,Compensation,Commute,Learning opportunities.,Better leadership communication.
E-08192,2020-01-21 07:11:55.926720201,Work-Life Balance,Commute,The people and the challenging projects.,Offer more career development programs.
E-08512,2018-09-11 19:38:51.655038606,Career Growth,Commute,Company values and mission.,Better leadership communication.
E-03197,2015-10-22 17:55:40.985115887,Work-Life Balance,Lack of Training,Supportive team environment.,Offer more career development programs.
E-05329,2023-11-19 13:53:18.094724859,Management,Burnout,Learning opportunities.,More transparency in promotion decisions.
E-02132,2023-06-19 21:02:12.845273259,Job Role Mismatch,Burnout,Supportive team environment.,Offer more career development programs.
E-00642,2022-08-15 15:24:51.534130498,Career Growth,Commute,Supportive team environment.,More transparency in promotion decisions.
E-03389,2023-10-06 03:55:47.396822816,Management,Lack of Training,Company values and mission.,Offer more career development programs.
E-05323,2022-12-05 23:43:08.504486580,Compensation,Commute,Learning opportunities.,Offer more career development programs.
E-07840,2022-08-15 06:47:39.995073622,Career Growth,Company Culture,Supportive team environment.,Better leadership communication.
E-03462,2023-08-28 16:47:55.636655703,Job Role Mismatch,Burnout,The people and the challenging projects.,Offer more career development programs.
E-08944,2023-12-27 05:10:27.126852230,Job Role Mismatch,Poor Leadership,Flexible work arrangements.,Better leadership communication.
E-05739,2018-06-06 01:58:35.879048007,Compensation,Commute,Flexible work arrangements.,Offer more career development programs.
E-08673,2022-08-29 18:54:03.283089200,Compensation,Company Culture,Company values and mission.,Reduce micromanagement.
E-02207,2024-10-16 20:11:43.123591414,Career Growth,Burnout,Learning opportunities.,Improve compensation structure.
E-08824,2021-10-16 17:11:59.914338610,Work-Life Balance,Lack of Training,Learning opportunities.,Better leadership communication.
E-01633,2023-11-28 09:53:45.513846591,Compensation,Burnout,Flexible work arrangements.,Better leadership communication.
E-06521,2018-11-26 09:53:21.477650907,Work-Life Balance,Lack of Training,The people and the challenging projects.,More transparency in promotion decisions.
E-03004,2023-09-20 07:27:05.035191649,Management,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-01876,2024-02-23 17:22:23.550898572,Job Role Mismatch,Commute,Flexible work arrangements.,More transparency in promotion decisions.
E-02897,2023-04-27 05:01:41.911014800,Work-Life Balance,Commute,Learning opportunities.,Reduce micromanagement.
E-00268,2023-09-25 20:45:16.344394044,Job Role Mismatch,Burnout,Supportive team environment.,Reduce micromanagement.
E-05398,2015-06-26 16:35:06.411761709,Work-Life Balance,Company Culture,The people and the challenging projects.,Offer more career development programs.
E-04901,2015-03-20 21:34:09.545137527,Management,Burnout,Learning opportunities.,More transparency in promotion decisions.
E-08553,2016-04-18 15:04:16.960069891,Compensation,Poor Leadership,Flexible work arrangements.,Improve compensation structure.
E-01969,2022-03-05 07:19:39.668947982,Management,Lack of Training,Supportive team environment.,Reduce micromanagement.
E-06063,2011-12-09 14:14:10.687210929,Compensation,Lack of Training,The people and the challenging projects.,Reduce micromanagement.
E-00592,2023-01-22 01:28:13.812029071,Compensation,Commute,Company values and mission.,Better leadership communication.
E-08054,2018-07-23 15:32:04.117668495,Job Role Mismatch,Company Culture,The people and the challenging projects.,Offer more career development programs.
E-01349,2024-08-14 16:34:10.670183249,Management,Commute,The people and the challenging projects.,Improve compensation structure.
E-01152,2022-10-22 01:14:19.339599260,Work-Life Balance,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-04785,2022-05-17 04:19:56.428756226,Management,Burnout,Flexible work arrangements.,Better leadership communication.
E-09344,2022-10-05 21:06:46.778260788,Job Role Mismatch,Burnout,Company values and mission.,More transparency in promotion decisions.
E-03935,2024-10-10 21:34:10.574892048,Compensation,Company Culture,Company values and mission.,Reduce micromanagement.
E-04991,2015-05-07 18:33:03.078307240,Job Role Mismatch,Commute,Company values and mission.,Better leadership communication.
E-06108,2020-05-29 19:26:05.414469319,Career Growth,Commute,Learning opportunities.,More transparency in promotion decisions.
E-00364,2023-01-13 11:10:38.736802810,Career Growth,Poor Leadership,Learning opportunities.,Offer more career development programs.
E-05699,2021-11-28 04:48:40.873487094,Work-Life Balance,Burnout,Flexible work arrangements.,More transparency in promotion decisions.
E-09874,2019-03-16 10:56:56.814857450,Job Role Mismatch,Commute,Flexible work arrangements.,Reduce micromanagement.
E-04581,2013-11-09 10:32:29.148351708,Work-Life Balance,Company Culture,Company values and mission.,Improve compensation structure.
E-03203,2023-11-19 01:16:46.612991282,Work-Life Balance,Burnout,Learning opportunities.,More transparency in promotion decisions.
E-00919,2023-10-12 05:15:03.443183405,Career Growth,Poor Leadership,Supportive team environment.,Improve compensation structure.
E-02531,2017-07-29 12:53:58.452832304,Work-Life Balance,Company Culture,Learning opportunities.,Improve compensation structure.
E-06814,2021-08-29 02:00:24.785159834,Career Growth,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-04968,2024-05-01 09:13:03.143534997,Compensation,Poor Leadership,Learning opportunities.,Offer more career development programs.
