Employee_ID,Survey_Date,Engagement_Score,Satisfaction_Score,Work_Life_Balance,Relationship_with_Manager,Career_Development_Opportunities,Performance_Rating_2024,Performance_Rating_2023,Training_Hours_Last_Year,Projects_Completed
E-05269,2024-06-30,3.3,4.5,4.0,4.1,2.6,3.9,3.3,17,7
E-05270,2024-06-30,4.4,3.5,3.1,4.7,2.7,3.7,3.8,42,7
E-05271,2024-06-30,4.6,3.9,3.3,3.9,3.0,3.9,3.4,92,2
E-05272,2024-06-30,5.3,4.0,4.1,4.6,3.4,4.1,3.7,50,2
E-05273,2024-06-30,3.4,4.1,4.7,4.3,2.4,3.7,3.9,17,6
E-05274,2024-06-30,4.3,4.5,3.9,4.5,3.0,4.0,4.2,35,4
E-05275,2024-06-30,3.8,4.2,3.6,4.9,4.0,4.0,3.9,28,4
E-05276,2024-06-30,4.4,2.5,3.1,3.5,3.0,3.8,3.6,68,5
E-05277,2024-06-30,3.3,3.3,2.8,4.6,2.6,3.6,4.3,18,2
E-05278,2024-06-30,3.4,2.9,4.3,4.2,2.2,4.3,4.0,16,10
E-05279,2024-06-30,3.6,4.1,3.4,3.8,2.7,3.9,3.0,77,4
E-05280,2024-06-30,4.0,4.1,4.3,4.2,2.4,3.1,4.1,15,5
E-05281,2024-06-30,3.7,4.1,3.3,4.9,2.8,4.1,3.8,70,5
E-05282,2024-06-30,4.3,3.5,3.0,4.7,3.3,4.1,3.8,25,5
E-05283,2024-06-30,4.5,4.3,3.8,3.4,3.0,4.3,4.3,83,0
E-05284,2024-06-30,4.3,4.4,3.4,3.9,2.7,4.1,3.7,45,4
E-05285,2024-06-30,4.8,3.4,2.7,4.6,1.9,4.0,4.2,23,3
E-05286,2024-06-30,4.2,3.3,4.8,4.2,3.5,3.9,4.3,16,4
E-05287,2024-06-30,3.4,4.0,3.1,4.2,2.8,3.9,3.8,75,1
E-05288,2024-06-30,4.7,4.9,4.1,3.6,3.1,4.2,4.0,40,6
E-05289,2024-06-30,3.7,4.8,4.1,3.9,2.5,4.0,4.1,38,2
E-05290,2024-06-30,4.5,4.3,2.6,3.7,2.8,3.6,4.0,68,4
E-05291,2024-06-30,4.8,3.6,2.8,3.5,2.7,3.9,4.2,90,1
E-05292,2024-06-30,4.2,4.4,3.3,3.7,2.2,4.0,3.4,89,7
E-05293,2024-06-30,3.3,3.8,2.9,3.8,2.5,3.4,3.5,80,6
E-05294,2024-06-30,3.5,3.6,4.7,3.9,3.0,4.2,3.3,88,2
E-05295,2024-06-30,4.7,2.9,3.4,3.9,3.2,4.0,4.5,37,3
E-05296,2024-06-30,3.9,4.1,4.1,4.6,2.6,3.6,3.1,69,2
E-05297,2024-06-30,4.0,3.7,3.9,3.8,2.3,3.9,4.3,15,5
E-05298,2024-06-30,4.4,4.0,3.7,4.8,2.8,4.0,4.0,15,4
E-05299,2024-06-30,4.3,2.9,3.5,4.0,3.5,4.3,3.4,36,9
E-05300,2024-06-30,4.1,4.1,4.4,4.4,2.4,4.3,3.3,62,2
E-05301,2024-06-30,3.9,2.8,2.9,4.4,3.0,4.3,3.8,87,6
E-05302,2024-06-30,3.8,4.5,4.7,3.8,2.6,4.1,3.7,26,6
E-05303,2024-06-30,4.4,4.3,2.6,4.1,3.7,3.8,4.0,83,3
E-05304,2024-06-30,4.3,3.9,4.0,4.0,2.7,3.7,2.9,71,6
E-05305,2024-06-30,3.9,4.3,2.5,4.3,3.4,3.8,3.7,75,8
E-05306,2024-06-30,4.5,3.5,3.3,4.1,3.6,4.0,3.4,87,5
E-05307,2024-06-30,3.9,4.0,3.6,3.9,3.9,4.0,4.3,65,3
E-05308,2024-06-30,3.6,4.4,3.2,4.2,2.2,4.3,4.0,30,5
E-05309,2024-06-30,3.6,2.5,3.4,4.3,2.2,3.9,3.6,72,1
E-05310,2024-06-30,3.5,3.8,2.5,4.9,3.7,3.4,4.4,45,6
E-05311,2024-06-30,3.9,4.0,2.8,4.2,3.6,3.6,3.6,50,4
E-05312,2024-06-30,4.6,3.9,3.8,4.2,2.6,3.7,3.8,54,1
E-05313,2024-06-30,3.6,4.7,3.5,4.4,1.1,3.7,3.9,62,4
E-05314,2024-06-30,4.1,3.4,3.0,3.8,3.0,3.2,4.2,73,2
E-05315,2024-06-30,3.7,3.7,4.4,3.5,2.1,4.5,3.8,93,3
E-05316,2024-06-30,3.9,3.0,2.6,4.1,2.5,3.3,4.4,16,7
E-05317,2024-06-30,3.2,4.8,3.2,4.6,3.1,3.8,3.6,31,6
E-05318,2024-06-30,3.9,3.9,3.1,4.7,3.2,4.2,3.4,29,3
E-05319,2024-06-30,3.9,3.8,3.9,3.4,3.9,4.2,4.4,41,4
E-05320,2024-06-30,4.3,4.0,3.5,4.5,2.8,3.6,3.7,28,6
E-05321,2024-06-30,4.1,4.3,3.4,3.3,2.4,4.4,4.0,37,5
E-05322,2024-06-30,3.4,4.2,2.2,4.4,3.6,4.3,4.1,98,3
E-05323,2024-06-30,4.5,5.3,4.1,4.4,3.2,3.9,4.6,95,5
E-05324,2024-06-30,4.1,4.2,3.3,3.5,2.8,4.0,3.7,75,4
E-05325,2024-06-30,4.1,3.8,3.6,4.6,3.0,3.7,4.0,94,2
E-05326,2024-06-30,4.0,3.7,3.0,4.9,2.8,4.1,3.5,79,2
E-05327,2024-06-30,3.7,3.8,2.9,4.2,3.4,4.1,3.6,51,5
E-05328,2024-06-30,4.1,3.2,4.5,4.3,4.0,3.9,3.5,63,6
E-05329,2024-06-30,4.2,4.0,2.3,4.8,2.6,4.2,4.1,76,1
E-05330,2024-06-30,3.1,4.4,2.8,3.7,3.3,4.1,4.2,73,2
E-05331,2024-06-30,3.7,3.7,4.5,3.8,2.1,5.0,3.9,33,4
E-05332,2024-06-30,3.9,3.6,3.9,3.9,2.4,3.7,3.5,21,8
E-05333,2024-06-30,4.1,4.8,3.3,4.2,3.3,4.4,3.5,78,7
E-05334,2024-06-30,4.6,3.3,4.4,4.2,3.0,3.7,3.5,95,8
E-05335,2024-06-30,3.6,3.0,3.8,4.0,2.3,4.2,3.9,93,3
E-05336,2024-06-30,3.8,3.4,3.7,4.1,3.0,3.2,3.2,77,8
E-05337,2024-06-30,3.7,3.2,3.7,4.0,3.5,3.8,3.6,35,4
E-05338,2024-06-30,3.6,4.2,3.8,4.0,2.1,4.1,3.3,25,6
E-05339,2024-06-30,3.8,3.8,3.9,3.9,4.0,4.1,4.0,93,4
E-05340,2024-06-30,4.4,3.9,5.0,3.9,3.3,3.4,3.4,28,6
E-05341,2024-06-30,3.5,4.6,3.4,3.4,3.4,3.9,4.6,40,6
E-05342,2024-06-30,4.2,3.7,3.4,4.1,3.0,4.4,4.2,12,2
E-05343,2024-06-30,3.1,4.4,2.6,3.4,4.0,4.3,3.8,88,4
E-05344,2024-06-30,3.7,4.8,3.5,4.5,3.6,4.3,4.0,64,6
E-05345,2024-06-30,3.8,3.8,4.8,4.0,2.8,4.7,4.0,20,10
E-05346,2024-06-30,4.8,4.4,4.2,4.2,3.5,3.5,3.4,25,7
E-05347,2024-06-30,3.9,3.9,3.1,4.1,2.6,3.9,4.3,56,3
E-05348,2024-06-30,2.9,4.5,3.5,4.1,2.8,4.0,3.8,48,5
E-05349,2024-06-30,3.0,3.2,2.6,4.7,3.9,3.8,3.5,61,5
E-05350,2024-06-30,4.0,3.2,2.8,3.7,3.2,4.0,4.0,10,4
E-05351,2024-06-30,4.3,3.8,3.6,3.6,3.4,4.4,3.4,41,5
E-05352,2024-06-30,4.2,3.6,3.2,4.2,3.7,4.0,4.1,81,9
E-05353,2024-06-30,4.1,3.7,2.8,4.0,3.3,3.3,3.9,28,3
E-05354,2024-06-30,4.6,3.9,3.8,4.3,2.5,4.2,3.5,68,3
E-05355,2024-06-30,3.7,4.4,3.4,4.5,4.0,4.0,4.2,99,6
E-05356,2024-06-30,4.4,3.8,2.4,3.8,3.3,3.3,4.1,50,6
E-05357,2024-06-30,3.2,3.6,2.0,4.4,3.4,3.8,3.7,94,8
E-05358,2024-06-30,3.5,3.8,3.1,3.8,3.0,3.5,4.0,95,10
E-05359,2024-06-30,3.1,3.6,2.4,4.2,3.7,3.9,3.3,20,6
E-05360,2024-06-30,3.9,3.5,2.2,3.7,4.1,3.8,4.0,80,3
E-05361,2024-06-30,4.0,3.2,4.3,4.3,2.8,3.5,3.2,79,4
E-05362,2024-06-30,4.1,4.0,3.4,4.2,3.6,4.1,3.9,34,7
E-05363,2024-06-30,4.0,3.7,3.3,3.8,3.0,3.7,4.1,42,1
E-05364,2024-06-30,3.5,4.5,3.4,3.7,1.8,4.4,3.9,25,8
E-05365,2024-06-30,3.9,3.3,2.7,4.5,2.2,4.1,4.4,45,0
E-05366,2024-06-30,3.3,3.7,3.8,4.0,3.3,3.9,3.5,26,6
E-05367,2024-06-30,4.7,4.9,3.4,4.6,3.6,4.4,4.0,54,1
E-05368,2024-06-30,3.8,3.5,3.0,4.0,3.4,4.1,2.9,35,6
E-05369,2024-06-30,3.8,3.9,3.1,4.7,3.5,4.1,3.6,32,5
E-05370,2024-06-30,4.8,3.4,2.6,3.8,4.6,4.0,3.7,54,6
E-05371,2024-06-30,3.4,3.3,3.2,4.8,3.3,3.9,4.4,56,9
E-05372,2024-06-30,3.4,4.8,3.3,4.3,2.8,4.1,3.8,65,4
E-05373,2024-06-30,3.5,4.1,3.2,4.4,2.9,4.5,4.2,20,6
E-05374,2024-06-30,4.0,4.1,3.5,3.8,4.0,3.0,3.4,39,7
E-05375,2024-06-30,4.2,3.2,3.4,4.5,2.2,4.6,3.7,34,3
E-05376,2024-06-30,4.4,4.2,3.7,4.5,3.7,3.7,3.5,30,4
E-05377,2024-06-30,5.3,4.6,4.2,4.1,3.0,4.1,3.4,11,3
E-05378,2024-06-30,2.9,4.6,3.9,3.3,2.5,3.5,3.4,76,5
E-05379,2024-06-30,4.3,4.3,4.2,3.8,2.1,4.4,3.6,14,1
E-05380,2024-06-30,3.7,3.4,2.9,3.8,3.9,3.6,4.6,54,2
E-05381,2024-06-30,3.7,4.2,3.1,4.4,2.5,4.3,3.8,75,2
E-05382,2024-06-30,3.7,4.3,4.0,4.0,3.0,3.9,3.3,73,3
E-05383,2024-06-30,3.5,3.1,4.0,4.0,2.4,4.0,3.6,32,3
E-05384,2024-06-30,4.8,3.4,3.0,4.0,4.2,3.6,4.2,87,4
E-05385,2024-06-30,4.4,4.4,3.9,4.8,3.1,4.4,3.5,27,7
E-05386,2024-06-30,4.0,4.4,2.8,4.2,2.2,4.0,4.4,84,8
E-05387,2024-06-30,4.7,3.2,3.8,4.3,2.7,4.2,4.2,67,7
E-05388,2024-06-30,3.2,4.4,3.5,4.0,3.8,3.4,3.7,69,6
E-05389,2024-06-30,3.3,4.0,2.5,4.2,2.4,3.7,3.5,24,11
E-05390,2024-06-30,2.9,4.4,3.2,3.8,2.8,4.1,3.4,94,5
E-05391,2024-06-30,3.7,3.7,5.0,4.3,3.7,3.5,3.9,78,7
E-05392,2024-06-30,4.1,4.3,3.6,3.7,3.2,4.1,4.0,76,6
E-05393,2024-06-30,4.1,4.4,5.1,4.5,2.3,3.8,4.3,91,4
E-05394,2024-06-30,4.1,3.8,2.5,3.9,3.1,3.8,3.9,17,2
E-05395,2024-06-30,3.3,4.0,4.0,4.6,2.9,4.2,3.7,47,4
E-05396,2024-06-30,4.4,3.7,1.7,5.0,3.0,4.1,4.3,35,5
E-05397,2024-06-30,4.1,4.8,3.5,4.2,3.6,3.7,4.1,73,3
E-05398,2024-06-30,4.4,3.9,3.9,4.7,3.1,4.3,3.5,86,5
E-05399,2024-06-30,3.1,3.5,4.1,4.5,2.9,4.2,3.8,73,7
E-05400,2024-06-30,4.2,3.6,2.9,3.6,2.9,3.4,4.1,83,4
E-05401,2024-06-30,3.4,4.1,4.2,4.2,3.6,3.9,3.9,10,5
E-05402,2024-06-30,3.8,4.4,3.1,4.4,2.6,4.1,3.4,51,5
E-05403,2024-06-30,4.3,3.3,3.4,4.4,1.7,4.0,3.9,20,4
E-05404,2024-06-30,4.0,4.9,3.2,4.3,2.9,3.0,3.5,78,2
E-05405,2024-06-30,3.6,4.2,2.7,4.3,3.2,4.0,3.8,10,1
E-05406,2024-06-30,4.0,4.2,4.6,4.2,2.8,4.2,3.3,74,4
E-05407,2024-06-30,3.2,4.0,3.5,4.3,2.7,4.0,3.4,92,3
E-05408,2024-06-30,4.6,4.0,4.3,3.7,2.8,4.0,4.6,59,5
E-05409,2024-06-30,3.9,3.9,4.2,4.1,3.0,4.3,3.6,78,3
E-05410,2024-06-30,4.6,4.5,2.8,3.6,2.2,3.5,4.2,85,1
E-05411,2024-06-30,3.7,4.0,4.4,4.0,3.4,4.2,3.7,69,4
E-05412,2024-06-30,3.7,4.4,3.9,4.0,1.4,4.1,3.3,46,6
E-05413,2024-06-30,3.6,3.8,2.8,3.9,3.3,3.5,3.4,32,8
E-05414,2024-06-30,4.4,4.1,3.8,3.8,3.2,4.2,3.5,14,8
E-05415,2024-06-30,3.6,3.6,2.8,4.3,3.3,4.5,4.7,96,4
E-05416,2024-06-30,4.3,4.6,4.6,4.1,1.8,4.1,3.7,97,3
E-05417,2024-06-30,3.8,3.6,4.1,4.0,3.2,4.2,3.9,90,1
E-05418,2024-06-30,3.0,3.8,3.5,3.6,2.7,3.7,4.1,13,3
E-05419,2024-06-30,3.7,3.8,4.4,4.1,4.0,3.8,4.0,26,4
E-05420,2024-06-30,3.4,3.8,2.4,4.7,3.2,3.7,4.1,39,4
E-05421,2024-06-30,4.0,4.4,3.0,4.7,2.3,4.1,3.6,63,4
E-05422,2024-06-30,3.4,3.8,3.3,4.3,2.0,3.8,3.3,98,8
E-05423,2024-06-30,4.5,4.7,5.1,4.1,2.6,3.8,3.4,90,4
E-05424,2024-06-30,4.0,3.6,2.8,4.4,3.5,4.2,3.2,87,2
E-05425,2024-06-30,3.9,4.1,2.3,3.9,3.7,4.5,3.6,32,6
E-05426,2024-06-30,4.3,3.6,2.5,4.1,3.1,4.0,2.3,33,6
E-05427,2024-06-30,4.5,4.2,4.1,3.9,3.0,3.5,4.1,26,9
E-05428,2024-06-30,4.0,4.0,3.1,4.6,2.8,4.0,4.0,68,8
E-05429,2024-06-30,3.6,3.9,3.4,4.5,3.0,4.1,3.4,61,4
E-05430,2024-06-30,3.1,4.6,4.0,4.2,3.7,4.2,3.2,55,5
E-05431,2024-06-30,3.7,3.7,3.4,4.9,2.8,3.9,4.4,90,8
E-05432,2024-06-30,3.7,4.3,3.6,4.4,3.4,4.3,4.2,87,4
E-05433,2024-06-30,4.1,3.6,3.9,4.3,2.7,4.2,3.7,68,1
E-05434,2024-06-30,3.8,4.1,3.2,4.3,3.6,3.9,3.5,88,3
E-05435,2024-06-30,4.3,3.4,3.4,3.7,3.3,4.2,3.8,28,6
E-05436,2024-06-30,3.7,3.7,3.7,3.8,3.6,4.3,3.2,78,4
E-05437,2024-06-30,4.0,4.0,4.1,4.2,4.1,3.7,3.9,26,6
E-05438,2024-06-30,4.6,4.9,2.9,4.2,1.5,4.3,3.3,15,9
E-05439,2024-06-30,4.2,4.1,1.4,4.4,3.5,4.0,2.8,34,6
E-05440,2024-06-30,4.0,4.8,4.0,3.9,3.3,3.9,3.5,56,7
E-05441,2024-06-30,3.7,4.1,4.1,4.2,3.3,4.0,3.4,26,7
E-05442,2024-06-30,3.7,3.8,3.6,4.2,3.1,4.4,4.5,42,6
E-05443,2024-06-30,3.6,4.8,3.7,4.3,3.1,4.4,4.5,20,9
E-05444,2024-06-30,3.7,4.2,3.1,4.2,3.2,4.1,3.4,42,8
E-05445,2024-06-30,4.4,3.7,3.9,3.6,3.5,4.1,3.8,37,4
E-05446,2024-06-30,3.9,4.2,4.1,3.3,3.5,4.0,3.5,50,5
E-05447,2024-06-30,3.3,3.9,3.5,3.8,3.0,4.8,4.5,68,4
E-05448,2024-06-30,4.9,3.0,5.2,4.0,2.9,3.8,3.1,14,6
E-05449,2024-06-30,4.2,4.5,2.4,3.7,3.0,3.9,4.0,94,5
E-05450,2024-06-30,3.3,4.5,3.6,4.2,2.8,4.1,4.3,39,5
E-05451,2024-06-30,3.8,4.9,2.7,4.6,4.1,3.7,3.6,55,7
E-05452,2024-06-30,4.1,4.2,4.1,4.5,2.2,4.3,3.8,99,6
E-05453,2024-06-30,4.9,3.9,2.4,4.4,3.4,3.6,4.2,65,8
E-05454,2024-06-30,3.4,4.4,2.6,4.6,3.4,3.8,3.4,12,7
E-05455,2024-06-30,4.5,4.4,3.1,3.8,2.7,3.9,4.1,94,7
E-05456,2024-06-30,4.7,4.8,3.7,4.0,3.2,3.7,3.2,21,6
E-05457,2024-06-30,3.7,4.0,3.1,4.4,3.8,4.3,3.2,16,6
E-05458,2024-06-30,3.9,3.9,3.1,4.0,2.8,3.6,4.1,35,5
E-05459,2024-06-30,3.5,3.6,3.4,4.0,3.8,3.7,3.4,53,3
E-05460,2024-06-30,3.9,4.3,3.3,4.9,3.7,3.8,3.9,65,7
E-05461,2024-06-30,4.0,3.2,4.5,4.2,2.6,4.3,3.3,64,4
E-05462,2024-06-30,4.3,4.4,4.0,4.9,2.3,4.4,3.9,22,4
E-05463,2024-06-30,4.5,4.3,3.3,3.5,3.1,4.2,3.1,87,2
E-05464,2024-06-30,3.6,4.3,5.0,3.9,2.3,3.6,4.3,34,7
E-05465,2024-06-30,3.0,4.1,3.8,4.4,1.3,3.8,4.1,90,6
E-05466,2024-06-30,4.0,4.8,2.8,4.2,2.7,4.5,3.6,25,5
E-05467,2024-06-30,4.1,4.4,3.7,3.4,4.3,4.0,3.1,50,3
E-05468,2024-06-30,4.1,3.7,3.9,4.1,2.7,3.6,3.7,91,2
E-05469,2024-06-30,3.8,3.7,3.0,5.2,3.2,4.7,3.7,13,9
E-05470,2024-06-30,4.1,3.6,2.8,4.3,3.4,3.8,3.6,49,9
E-05471,2024-06-30,4.8,4.3,3.6,4.4,3.0,4.0,4.2,60,3
E-05472,2024-06-30,4.2,3.5,3.2,3.9,2.8,3.8,4.3,90,4
E-05473,2024-06-30,3.8,4.5,4.5,4.3,3.7,3.7,4.0,64,6
E-05474,2024-06-30,3.7,4.7,4.0,4.2,3.0,4.4,4.4,42,6
E-05475,2024-06-30,3.9,3.6,3.1,4.6,2.9,4.1,2.7,48,4
E-05476,2024-06-30,4.8,3.9,3.8,4.6,3.5,4.1,3.7,33,7
E-05477,2024-06-30,3.9,4.0,4.4,4.4,2.4,3.6,3.7,92,5
E-05478,2024-06-30,4.0,4.4,2.5,4.2,2.2,3.9,4.1,72,3
E-05479,2024-06-30,3.8,4.8,2.8,3.5,2.0,3.8,3.7,69,4
E-05480,2024-06-30,4.5,3.2,3.5,3.5,3.3,3.8,4.0,61,5
E-05481,2024-06-30,5.0,3.8,3.5,4.2,2.9,4.1,3.6,58,3
E-05482,2024-06-30,4.2,3.9,3.5,4.5,3.5,3.9,3.5,75,6
E-05483,2024-06-30,4.0,3.3,3.3,4.7,3.0,4.2,4.1,50,5
E-05484,2024-06-30,4.0,3.8,3.3,3.8,2.2,4.2,3.8,24,5
E-05485,2024-06-30,2.8,4.2,3.8,3.6,2.8,3.9,3.9,66,9
E-05486,2024-06-30,4.4,3.9,4.3,4.6,3.5,4.1,3.3,58,3
E-05487,2024-06-30,4.1,3.2,3.2,3.9,2.8,3.9,4.1,68,4
E-05488,2024-06-30,4.2,5.4,5.2,3.6,3.7,3.8,3.4,83,4
E-05489,2024-06-30,3.6,4.1,4.9,4.0,2.7,3.7,4.5,15,7
E-05490,2024-06-30,3.8,4.1,4.4,4.0,3.4,4.0,3.7,73,6
E-05491,2024-06-30,3.8,3.5,3.9,4.7,1.9,3.8,3.6,32,3
E-05492,2024-06-30,4.5,4.1,4.9,4.5,2.9,4.4,4.2,51,4
E-05493,2024-06-30,3.8,3.9,3.3,3.9,2.8,4.5,3.8,78,6
E-05494,2024-06-30,5.0,3.1,2.9,4.8,2.2,4.1,4.1,49,4
E-05495,2024-06-30,4.2,3.5,3.1,4.3,3.7,4.1,3.7,40,6
E-05496,2024-06-30,3.4,4.4,2.8,4.6,2.6,4.0,4.1,23,6
E-05497,2024-06-30,3.9,5.0,3.6,4.7,2.6,4.7,3.8,79,6
E-05498,2024-06-30,3.7,4.2,3.7,4.1,3.8,4.6,4.1,54,4
E-05499,2024-06-30,2.9,4.6,3.6,4.4,3.1,3.9,4.3,21,13
E-05500,2024-06-30,4.8,3.9,3.5,4.0,3.5,3.9,3.2,48,7
E-05501,2024-06-30,4.4,4.0,3.6,4.6,2.0,4.1,3.9,31,6
E-05502,2024-06-30,4.3,4.5,4.7,4.2,2.5,3.6,4.5,87,9
E-05503,2024-06-30,4.1,4.8,3.9,4.6,4.3,3.5,4.0,44,4
E-05504,2024-06-30,3.3,4.7,4.1,4.8,3.5,3.6,4.8,97,5
E-05505,2024-06-30,3.8,3.5,3.6,4.4,2.4,3.9,3.4,88,6
E-05506,2024-06-30,4.4,4.0,2.4,4.2,3.1,3.7,3.9,22,2
E-05507,2024-06-30,3.5,4.1,2.2,4.2,2.4,4.4,4.0,49,8
E-05508,2024-06-30,2.7,3.9,5.0,3.0,3.8,3.6,3.6,30,5
E-05509,2024-06-30,3.9,4.2,3.1,3.9,1.6,3.6,3.3,67,9
E-05510,2024-06-30,3.9,4.4,3.1,4.6,3.2,3.4,4.7,76,4
E-05511,2024-06-30,4.1,4.5,3.7,4.6,3.2,3.8,4.2,81,7
E-05512,2024-06-30,4.4,4.8,3.9,3.9,2.3,3.9,4.0,23,5
E-05513,2024-06-30,4.3,3.8,4.0,4.3,2.8,4.0,3.8,72,6
E-05514,2024-06-30,4.1,3.3,4.7,4.1,3.2,4.0,3.9,19,8
E-05515,2024-06-30,4.6,4.2,4.6,4.5,1.9,3.8,4.1,81,8
E-05516,2024-06-30,3.2,4.9,2.9,5.1,2.2,3.7,4.4,65,9
E-05517,2024-06-30,4.3,3.8,4.2,4.5,2.9,4.1,3.5,13,2
E-05518,2024-06-30,4.3,4.3,3.2,3.9,2.5,3.7,3.8,64,7
E-05519,2024-06-30,3.4,4.3,3.4,4.2,2.7,4.2,3.7,18,1
E-05520,2024-06-30,3.2,4.1,2.7,4.8,3.0,3.6,3.4,70,3
E-05521,2024-06-30,3.6,4.0,2.3,3.6,2.5,3.8,3.6,74,2
E-05522,2024-06-30,3.7,3.5,3.5,4.0,3.0,4.6,3.9,70,5
E-05523,2024-06-30,4.4,2.9,2.8,4.5,3.2,4.7,3.7,65,4
E-05524,2024-06-30,3.7,3.4,4.1,4.7,3.5,3.6,3.8,96,4
E-05525,2024-06-30,3.6,3.8,3.3,4.4,2.3,4.4,4.1,86,1
E-05526,2024-06-30,3.7,4.5,3.7,4.0,2.6,4.5,4.3,62,6
E-05527,2024-06-30,4.6,3.9,4.5,4.4,3.4,4.3,4.9,53,7
E-05528,2024-06-30,4.0,3.7,2.5,4.4,2.1,4.0,4.1,65,3
E-05529,2024-06-30,3.9,3.6,3.0,4.3,3.1,3.4,3.6,48,4
E-05530,2024-06-30,3.9,4.3,3.6,4.2,3.0,4.0,4.2,32,5
E-05531,2024-06-30,4.6,4.7,3.7,4.2,1.4,4.1,3.7,30,8
E-05532,2024-06-30,3.6,4.5,4.3,3.8,2.7,4.1,3.5,86,0
E-05533,2024-06-30,4.7,4.3,4.1,5.2,3.2,4.1,4.0,22,2
E-05534,2024-06-30,4.1,3.3,3.6,4.3,2.9,3.8,4.4,68,5
E-05535,2024-06-30,3.9,3.8,3.7,4.4,2.7,3.9,3.6,35,7
E-05536,2024-06-30,5.3,5.0,3.7,4.1,3.1,3.3,3.9,97,2
E-05537,2024-06-30,3.5,4.6,2.5,4.5,3.6,4.3,4.0,98,8
E-05538,2024-06-30,3.8,3.2,3.4,3.7,3.3,3.7,3.4,56,4
E-05539,2024-06-30,3.4,4.0,3.7,3.5,2.5,3.9,3.2,13,6
E-05540,2024-06-30,4.5,4.2,3.8,4.2,2.1,4.1,3.2,94,4
E-05541,2024-06-30,4.8,3.6,2.9,5.0,3.3,3.8,4.3,80,7
E-05542,2024-06-30,4.8,2.8,2.6,4.7,2.3,3.7,3.6,79,2
E-05543,2024-06-30,4.6,4.0,3.3,3.9,2.7,4.1,3.5,79,5
E-05544,2024-06-30,3.9,3.6,4.9,4.4,3.1,3.5,3.9,52,2
E-05545,2024-06-30,3.8,3.6,2.9,3.9,3.7,4.2,4.3,48,3
E-05546,2024-06-30,3.2,3.8,4.3,4.4,3.8,4.2,3.3,40,6
E-05547,2024-06-30,5.0,3.9,4.6,4.4,3.0,3.8,3.0,82,6
E-05548,2024-06-30,4.2,4.0,3.5,4.6,2.7,3.9,4.4,11,5
E-05549,2024-06-30,3.8,3.6,3.0,3.6,2.3,3.7,4.0,94,6
E-05550,2024-06-30,4.7,3.9,3.9,3.7,4.2,3.9,3.4,16,7
E-05551,2024-06-30,3.5,3.1,3.6,4.2,2.8,3.9,3.6,10,7
E-05552,2024-06-30,4.2,4.2,2.9,3.8,3.4,3.9,3.4,16,3
E-05553,2024-06-30,3.9,2.6,3.0,3.8,3.1,4.4,4.1,18,5
E-05554,2024-06-30,4.3,3.9,3.8,4.3,2.7,3.5,4.2,98,3
E-05555,2024-06-30,4.0,4.5,4.2,3.8,2.7,3.7,4.1,57,6
E-05556,2024-06-30,3.3,3.5,3.3,5.1,2.2,4.2,3.9,64,3
E-05557,2024-06-30,4.0,4.4,3.5,4.0,3.7,4.6,4.0,86,4
E-05558,2024-06-30,4.5,4.6,4.0,4.1,2.9,3.7,3.5,69,5
E-05559,2024-06-30,4.0,2.3,3.4,4.3,3.9,4.3,3.6,79,4
E-05560,2024-06-30,4.4,3.9,3.3,3.6,2.7,3.7,3.8,87,4
E-05561,2024-06-30,3.5,2.6,3.0,4.4,2.8,3.9,3.7,67,6
E-05562,2024-06-30,4.0,3.9,3.0,4.3,2.3,4.0,3.8,58,4
E-05563,2024-06-30,3.7,4.0,5.4,4.1,2.8,3.8,3.2,39,2
E-05564,2024-06-30,4.4,2.8,3.4,4.3,2.3,3.9,4.2,31,7
E-05565,2024-06-30,4.0,5.0,4.5,4.4,3.2,3.6,3.4,13,4
E-05566,2024-06-30,4.3,4.1,4.7,4.8,3.1,4.2,3.0,75,8
E-05567,2024-06-30,4.5,3.6,3.4,5.2,3.9,3.7,3.5,39,5
E-05568,2024-06-30,4.3,4.7,3.8,3.8,2.1,3.8,3.7,33,5
E-05569,2024-06-30,4.1,3.1,3.6,3.7,3.7,3.8,4.6,89,5
E-05570,2024-06-30,3.5,3.4,2.4,4.2,2.4,3.8,3.6,34,6
E-05571,2024-06-30,4.0,2.9,2.4,3.4,3.2,4.0,3.9,74,10
E-05572,2024-06-30,3.7,4.9,3.5,4.5,2.3,4.0,3.9,85,7
E-05573,2024-06-30,3.8,4.2,3.2,4.2,3.1,4.8,3.2,25,3
E-05574,2024-06-30,3.8,4.3,4.8,4.3,1.5,3.9,3.8,64,4
E-05575,2024-06-30,3.5,4.2,3.3,4.1,2.6,4.0,3.7,36,10
E-05576,2024-06-30,3.0,4.3,4.9,4.3,3.1,4.4,3.8,77,3
E-05577,2024-06-30,3.7,4.0,3.2,4.4,4.1,4.1,4.0,69,1
E-05578,2024-06-30,4.1,4.1,4.8,4.3,1.7,4.0,4.1,67,5
E-05579,2024-06-30,3.3,4.1,3.9,3.7,3.0,4.0,3.5,66,6
E-05580,2024-06-30,4.0,3.7,3.9,4.3,2.7,4.1,4.0,57,5
E-05581,2024-06-30,5.0,4.0,3.1,4.9,1.9,4.3,3.5,50,3
E-05582,2024-06-30,4.5,4.1,3.9,4.3,2.3,4.4,3.4,77,6
E-05583,2024-06-30,4.8,4.1,4.7,4.3,2.7,4.3,4.5,43,1
